filename,label
G001L_f2211.png,0
E005R_f2114.png,1
P006L_f2223.png,0
P043R_f907.png,0
I006L_f2076.png,1
E006L_f2054.png,0
M016R_f577.png,1
D002R_f374.png,1
I003L_f716.png,1
C007R_f1928.png,0
E005L_f1126.png,1
Q002L_f3198.png,0
M007R_f4233.png,0
K007L_f2932.png,0
K011R_f593.png,0
D014L_f1144.png,0
C005L_f2079.png,0
N011R_f2012.png,1
E007L_f1753.png,1
P010R_f536.png,0
N001R_f582.png,1
C009R_f1475.png,1
K015R_f1752.png,1
I003R_f499.png,0
P017R_f2632.png,1
F009L_f1679.png,0
E004L_f691.png,1
P035R_f1456.png,0
J004L_f2098.png,0
M017R_f3739.png,0
N011L_f939.png,0
K020L_f628.png,1
P027R_f1795.png,0
K013L_f2953.png,0
H009L_f634.png,0
P030R_f1834.png,0
M022L_f3945.png,1
M010L_f3064.png,1
M013R_f2178.png,0
D019R_f2667.png,0
I016R_f1674.png,0
I002L_f891.png,1
E001L_f421.png,0
P035L_f644.png,1
N013L_f1402.png,1
N011R_f1006.png,0
N012L_f419.png,0
P029L_f3164.png,0
M001L_f2050.png,1
P037R_f836.png,0
P008R_f403.png,0
P034R_f1152.png,1
I011R_f715.png,0
K023L_f1220.png,0
P016L_f4197.png,0
N010R_f2384.png,0
D019L_f941.png,1
P018L_f1466.png,0
E002L_f3066.png,0
J003R_f707.png,0
P007L_f4215.png,1
M003R_f5452.png,0
P010R_f1608.png,0
P035L_f2576.png,1
P003R_f1220.png,1
D008R_f699.png,1
N005R_f943.png,0
H007L_f2573.png,0
J004L_f699.png,1
C002R_f1642.png,0
M008L_f864.png,1
G002R_f875.png,1
D004L_f280.png,0
P014R_f983.png,0
C021R_f624.png,0
P007R_f8244.png,1
C006R_f3125.png,0
D015R_f640.png,1
M004R_f1350.png,0
F015L_f1034.png,0
N020R_f1093.png,0
D020L_f1377.png,1
E005L_f1502.png,0
M010L_f1021.png,0
M009R_f1380.png,0
C005R_f1968.png,0
F013L_f4523.png,0
N016L_f7972.png,1
P027L_f460.png,0
N006L_f920.png,1
P010L_f3622.png,0
K022L_f1205.png,0
J001L_f2824.png,1
K015L_f2550.png,1
P013R_f814.png,1
P043L_f1272.png,0
D006L_f662.png,1
P041R_f910.png,1
C020R_f2373.png,0
I011R_f2862.png,0
I002R_f360.png,0
P032L_f2454.png,1
P001R_f3874.png,1
C012R_f1082.png,0
G003R_f305.png,0
P008R_f1210.png,0
C020R_f1582.png,0
D013R_f383.png,1
G013R_f2915.png,1
I017R_f3612.png,0
P032R_f1859.png,1
P001R_f5166.png,0
K021R_f835.png,1
N013R_f2776.png,0
N015R_f1264.png,0
P033R_f1493.png,0
K013L_f2215.png,0
B005R_f1445.png,0
D018R_f496.png,1
P011L_f1094.png,0
H004R_f1389.png,1
M022R_f3558.png,0
P045L_f511.png,0
I009R_f249.png,0
P022R_f1266.png,0
Q002L_f4264.png,1
D017L_f394.png,0
K008L_f805.png,0
K022L_f1808.png,0
C013R_f1827.png,0
D021R_f1004.png,0
M011L_f965.png,0
K022R_f2003.png,1
P015L_f913.png,1
M006L_f3078.png,1
K021L_f906.png,1
D006L_f331.png,0
D010L_f1250.png,0
N003L_f2728.png,0
P017L_f1852.png,0
I015L_f352.png,0
C007R_f2892.png,0
D014L_f1526.png,0
N005R_f471.png,0
C009L_f3871.png,0
M005R_f2234.png,1
N015L_f1032.png,1
M022L_f1315.png,0
J002R_f4424.png,0
K009R_f218.png,0
P035R_f2913.png,0
D018L_f793.png,0
P025L_f1263.png,0
M009L_f584.png,1
G007L_f2444.png,0
P033R_f2986.png,0
K018L_f830.png,0
P017L_f617.png,1
M019R_f1969.png,1
K013R_f1273.png,1
G006L_f465.png,0
G006L_f1395.png,0
N012R_f933.png,1
C009R_f737.png,0
M016R_f1733.png,1
H001L_f1398.png,0
P003L_f2422.png,0
M001R_f10462.png,1
K021R_f278.png,0
E002R_f1829.png,0
J006R_f977.png,0
P020R_f922.png,0
C014L_f2554.png,0
P020L_f501.png,1
N004R_f1886.png,0
K016L_f1584.png,0
H008R_f1144.png,0
K022R_f3004.png,1
E003L_f536.png,0
M018R_f1380.png,0
I017L_f1176.png,0
P010L_f1811.png,0
J003R_f1414.png,0
H009R_f897.png,0
F011L_f1761.png,1
N005L_f1561.png,1
K008R_f805.png,0
P002L_f709.png,0
N015R_f421.png,0
H002R_f1192.png,0
G009L_f418.png,1
D018R_f1489.png,0
D016L_f1414.png,1
D021R_f3014.png,0
I012R_f604.png,0
Q001L_f797.png,1
H001R_f621.png,1
E003L_f1073.png,0
K017L_f3007.png,1
N014R_f944.png,0
M007R_f1058.png,0
I016L_f2833.png,0
G006R_f1256.png,1
N009L_f766.png,0
H004L_f1520.png,0
P008R_f1613.png,0
F016L_f291.png,0
P034L_f990.png,0
P022R_f422.png,1
P020R_f461.png,1
P021L_f652.png,0
K018L_f622.png,1
P021L_f978.png,0
D008R_f233.png,0
K015L_f1275.png,0
P015L_f1826.png,1
N016R_f2539.png,1
M007L_f2162.png,0
P001L_f5089.png,0
I006R_f2220.png,0
P049R_f774.png,0
N012R_f622.png,0
I021R_f1453.png,1
C008L_f2761.png,0
M023L_f1178.png,0
N012L_f1257.png,0
I013R_f832.png,0
M017L_f1587.png,1
D018R_f993.png,0
H007L_f1286.png,0
M012L_f5258.png,0
P043R_f1361.png,0
E005R_f3171.png,0
M021L_f1868.png,0
N007L_f2020.png,1
D012R_f574.png,1
P007R_f6183.png,0
K009R_f654.png,0
N020L_f1101.png,0
P048L_f1785.png,0
P032L_f1227.png,0
N016L_f3986.png,0
C008R_f1859.png,0
I004L_f1112.png,0
I010L_f1674.png,0
P041L_f361.png,0
N010R_f1192.png,0
P024L_f1510.png,0
N008L_f2083.png,0
H007L_f643.png,1
I023R_f1075.png,0
K011R_f1186.png,0
P002L_f2128.png,0
P028L_f2776.png,1
P002R_f405.png,0
D015R_f960.png,1
M007R_f2116.png,1
N018L_f3270.png,0
N016L_f5979.png,1
M017L_f529.png,1
C004R_f3270.png,0
D020L_f918.png,0
N003L_f909.png,0
P019L_f2957.png,1
I007R_f2610.png,0
E007L_f584.png,1
I013L_f615.png,0
D009L_f1150.png,0
P015L_f1369.png,0
P012L_f850.png,1
F011L_f587.png,1
M023R_f3630.png,0
N014R_f314.png,1
M007L_f3243.png,1
D014R_f391.png,0
K016L_f3168.png,0
M008R_f988.png,0
P017R_f877.png,1
N006R_f2155.png,0
M009L_f1169.png,0
N009R_f392.png,0
P010R_f2144.png,0
D005L_f682.png,0
N007R_f297.png,1
C002R_f821.png,0
P022L_f496.png,0
K020R_f411.png,0
K024R_f657.png,0
K020L_f314.png,1
K019R_f349.png,1
P023L_f1371.png,1
H005L_f1469.png,0
C012L_f3395.png,0
C021R_f1248.png,0
C005L_f4158.png,0
M015R_f1227.png,0
N018R_f2470.png,0
F014L_f1539.png,0
I015R_f1550.png,0
N008R_f627.png,0
P041R_f1820.png,0
N001L_f663.png,1
D017L_f197.png,1
I015R_f2067.png,1
N014L_f767.png,1
N013L_f467.png,0
C008L_f3681.png,0
I002L_f2673.png,1
J001R_f1626.png,0
K018L_f415.png,1
I011L_f3560.png,0
N020L_f734.png,1
P013R_f407.png,0
I019L_f1356.png,1
D008L_f331.png,0
K010L_f2683.png,0
F011L_f1174.png,0
M021R_f826.png,0
M010R_f1299.png,1
I008R_f3856.png,0
G003L_f266.png,1
C006R_f1562.png,0
P033L_f687.png,1
G006L_f930.png,1
F013L_f3392.png,0
G008L_f1850.png,0
G002R_f437.png,1
K021L_f604.png,1
M023L_f4713.png,0
J004L_f2798.png,0
K019R_f1048.png,0
P034R_f576.png,1
Q002R_f490.png,1
D018R_f1986.png,0
N018R_f1646.png,0
P018L_f2933.png,0
I017R_f2709.png,0
F014L_f513.png,1
D009L_f2300.png,0
I006R_f1665.png,0
P034R_f864.png,0
I006R_f1110.png,0
I014R_f2930.png,0
P014L_f2525.png,0
D019R_f889.png,1
N003L_f3638.png,0
G013R_f1457.png,0
I021R_f4360.png,0
M014R_f713.png,0
N006L_f460.png,0
I012L_f304.png,0
I001R_f3086.png,0
Q001R_f2600.png,0
C008R_f2788.png,1
K019L_f2091.png,1
I007R_f3480.png,0
N013L_f1869.png,0
K010L_f5366.png,0
N001L_f2652.png,1
C008R_f929.png,1
I017R_f1806.png,0
M009R_f2761.png,1
E007L_f1169.png,0
P028R_f894.png,0
P048R_f2871.png,0
M015L_f3563.png,0
E004L_f1036.png,0
P014R_f491.png,1
P004L_f1691.png,0
K008R_f2415.png,0
K023R_f400.png,0
E005L_f375.png,1
P003R_f2441.png,1
D019R_f3556.png,0
M012R_f1137.png,0
F015L_f517.png,1
P019R_f2118.png,1
P048L_f892.png,1
N001L_f1989.png,0
G008L_f462.png,1
K009L_f750.png,1
P010L_f905.png,0
P023L_f685.png,0
N015R_f1685.png,0
N008L_f1041.png,1
K022L_f602.png,0
P019R_f1412.png,0
H002L_f2129.png,1
D020L_f459.png,0
N013R_f694.png,0
P034R_f288.png,0
D013R_f766.png,0
P009R_f2130.png,0
K017R_f1717.png,1
N005L_f780.png,1
G013R_f2186.png,0
D006R_f603.png,0
N011R_f503.png,0
M003L_f6445.png,0
N014L_f1534.png,0
M003L_f4834.png,1
K016L_f2376.png,0
C004R_f817.png,0
D006R_f2415.png,0
M010R_f5198.png,0
K024L_f810.png,1
H004L_f1013.png,0
P037L_f1780.png,0
P002R_f1620.png,1
E001L_f1684.png,1
E002L_f4088.png,0
P024L_f2265.png,0
D001R_f932.png,0
M023L_f2356.png,0
I023L_f1128.png,0
P027L_f920.png,1
C013R_f913.png,0
M006L_f4104.png,1
D021L_f1478.png,0
E004L_f345.png,1
G001L_f737.png,0
M018L_f998.png,0
K018L_f207.png,0
M013R_f8714.png,0
M019R_f1312.png,0
K019L_f697.png,0
N012R_f1244.png,1
P049R_f1032.png,0
K014L_f2117.png,0
P018R_f275.png,0
P024L_f755.png,1
K023R_f801.png,0
E002L_f2044.png,0
N002L_f445.png,0
G004R_f689.png,0
P013L_f1420.png,0
P037R_f1673.png,0
M019R_f2625.png,1
P011L_f547.png,0
K016L_f792.png,0
D005L_f227.png,1
D021R_f2009.png,0
J002R_f2949.png,0
H001R_f310.png,0
D010L_f625.png,1
D013L_f1694.png,0
H005L_f1959.png,0
I019L_f452.png,0
K008L_f3220.png,0
G006L_f1860.png,0
G006R_f628.png,0
N006R_f1437.png,0
P048R_f717.png,1
I009R_f747.png,1
D021L_f1971.png,0
I004L_f1668.png,1
I019L_f904.png,0
C013R_f3654.png,0
H007R_f1419.png,0
D013L_f1270.png,1
P045L_f2045.png,1
M001R_f7846.png,1
I009R_f996.png,0
P009L_f2148.png,0
N016R_f1269.png,1
K008L_f1610.png,0
M001L_f4101.png,0
M005L_f6811.png,0
J002L_f2581.png,0
P003L_f807.png,0
F016L_f582.png,0
F015L_f1552.png,0
N018R_f823.png,0
D005R_f566.png,0
P012R_f762.png,0
P017R_f1755.png,0
I013L_f923.png,0
P025L_f1684.png,1
B005L_f1446.png,0
M022R_f1779.png,1
N004L_f1453.png,0
D016R_f1205.png,1
D018L_f1189.png,1
I011R_f2146.png,0
N007L_f1010.png,1
D009L_f575.png,0
I016L_f1416.png,0
I006L_f1557.png,0
P014L_f631.png,0
K012L_f1362.png,1
D009R_f1362.png,0
F009R_f919.png,0
